date,change
2001-07-30 00:00:00+00:00,-0.001078044
2001-07-31 00:00:00+00:00,0.005570651
2001-08-01 00:00:00+00:00,0.003880414
2001-08-02 00:00:00+00:00,0.003964
2001-08-03 00:00:00+00:00,-0.005242699
2001-08-06 00:00:00+00:00,-0.011421744
2001-08-07 00:00:00+00:00,0.003265397
2001-08-08 00:00:00+00:00,-0.017328126
2001-08-09 00:00:00+00:00,-8.45e-05
2001-08-10 00:00:00+00:00,0.005686843
2001-08-13 00:00:00+00:00,0.000949456
2001-08-14 00:00:00+00:00,-0.003827832
2001-08-15 00:00:00+00:00,-0.007339463
2001-08-16 00:00:00+00:00,0.003089943
2001-08-17 00:00:00+00:00,-0.016663053
2001-08-20 00:00:00+00:00,0.008124189
2001-08-21 00:00:00+00:00,-0.01207948
2001-08-22 00:00:00+00:00,0.006956128
2001-08-23 00:00:00+00:00,-0.002763293
2001-08-24 00:00:00+00:00,0.01965432
2001-08-27 00:00:00+00:00,-0.004827367
2001-08-28 00:00:00+00:00,-0.015010008
2001-08-29 00:00:00+00:00,-0.011149238
2001-08-30 00:00:00+00:00,-0.017003925
2001-08-31 00:00:00+00:00,0.004029943
2001-09-04 00:00:00+00:00,-0.000564596
2001-09-05 00:00:00+00:00,-0.001059148
2001-09-06 00:00:00+00:00,-0.022390272
2001-09-07 00:00:00+00:00,-0.018637016
2001-09-10 00:00:00+00:00,0.006225948
2001-09-17 00:00:00+00:00,-0.049215605
2001-09-18 00:00:00+00:00,-0.00580497
2001-09-19 00:00:00+00:00,-0.016112492
2001-09-20 00:00:00+00:00,-0.031059933
2001-09-21 00:00:00+00:00,-0.01903426
2001-09-24 00:00:00+00:00,0.038983252
2001-09-25 00:00:00+00:00,0.008789683
2001-09-26 00:00:00+00:00,-0.005166647
2001-09-27 00:00:00+00:00,0.011489124
2001-09-28 00:00:00+00:00,0.021921988
2001-10-01 00:00:00+00:00,-0.002295899
2001-10-02 00:00:00+00:00,0.012305529
2001-10-03 00:00:00+00:00,0.01992721
2001-10-04 00:00:00+00:00,-0.002471392
2001-10-05 00:00:00+00:00,0.00163608
2001-10-08 00:00:00+00:00,-0.008344437
2001-10-09 00:00:00+00:00,-0.005355542
2001-10-10 00:00:00+00:00,0.022938245
2001-10-11 00:00:00+00:00,0.01520834
2001-10-12 00:00:00+00:00,-0.005266877
2001-10-15 00:00:00+00:00,-0.001529835
2001-10-16 00:00:00+00:00,0.006935961
2001-10-17 00:00:00+00:00,-0.018632644
2001-10-18 00:00:00+00:00,-0.007873048
2001-10-19 00:00:00+00:00,0.004557318
2001-10-22 00:00:00+00:00,0.015296088
2001-10-23 00:00:00+00:00,-0.004697674
2001-10-24 00:00:00+00:00,0.000387103
2001-10-25 00:00:00+00:00,0.013720987
2001-10-26 00:00:00+00:00,0.004108773
2001-10-29 00:00:00+00:00,-0.023818304
2001-10-30 00:00:00+00:00,-0.017165918
2001-10-31 00:00:00+00:00,-9.45e-06
2001-11-01 00:00:00+00:00,0.022948108
2001-11-02 00:00:00+00:00,0.002859492
2001-11-05 00:00:00+00:00,0.014385592
2001-11-06 00:00:00+00:00,0.014526151
2001-11-07 00:00:00+00:00,-0.00273487
2001-11-08 00:00:00+00:00,0.002455628
2001-11-09 00:00:00+00:00,0.001582437
2001-11-12 00:00:00+00:00,-0.001767459
2001-11-13 00:00:00+00:00,0.018563403
2001-11-14 00:00:00+00:00,0.001861131
2001-11-15 00:00:00+00:00,0.000902577
2001-11-16 00:00:00+00:00,-0.003142917
2001-11-19 00:00:00+00:00,0.010898901
2001-11-20 00:00:00+00:00,-0.007297642
2001-11-21 00:00:00+00:00,-0.004927104
2001-11-23 00:00:00+00:00,0.01170588
2001-11-26 00:00:00+00:00,0.00615477
2001-11-27 00:00:00+00:00,-0.006842843
2001-11-28 00:00:00+00:00,-0.018251397
2001-11-29 00:00:00+00:00,0.010349778
2001-11-30 00:00:00+00:00,-0.000657779
2001-12-03 00:00:00+00:00,-0.008381173
2001-12-04 00:00:00+00:00,0.013187029
2001-12-05 00:00:00+00:00,0.022318244
2001-12-06 00:00:00+00:00,-0.002776947
2001-12-07 00:00:00+00:00,-0.007531417
2001-12-10 00:00:00+00:00,-0.015867949
2001-12-11 00:00:00+00:00,-0.002780911
2001-12-12 00:00:00+00:00,0.000272649
2001-12-13 00:00:00+00:00,-0.015557479
2001-12-14 00:00:00+00:00,0.0033143
